id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,True_PWV,dataset,Predicted_PWV,formatted_time
173,P8237,2025/6/3 0:00,26.13,112.81,199,郴州市,黄口堰水库,永兴县,22.9,91,982.5,21.2,45.2797,train,44.63587798,2025/6/3 0:00
174,P7690,2025/6/3 0:00,26.14,111.71,295,永州市,克勤,零陵区,23.08,100,974.4,19.8,57.992,train,51.29133449,2025/6/3 0:00
175,P8255,2025/6/3 0:00,26.14,112.38,972,郴州市,天塘山,桂阳县,16.48,89,900.4,16.3,38.7202,test,41.09597714,2025/6/3 0:00
176,P6956,2025/6/3 0:00,26.15,112.51,188,衡阳市,庙前,常宁市,22.76,98,986.5,19.9,56.4501,train,49.45476088,2025/6/3 0:00
177,P8304,2025/6/3 0:00,26.15,113.03,105,郴州市,洞洪,永兴县,21.8,81,995.4,22.3,43.2621,train,46.2453552,2025/6/3 0:00
178,P8552,2025/6/3 0:00,26.15,114.13,489,郴州市,桥头,桂东县,21.74,99,953.1,19,35.4352,train,35.43847978,2025/6/3 0:00
179,P6968,2025/6/3 0:00,26.16,112.68,69.6,衡阳市,白沙,常宁市,21.51,86,998.8,21.1,42.2829,train,44.11590612,2025/6/3 0:00
180,P5820,2025/6/3 0:00,26.16,113.86,1183.6,株洲市,鑫山,炎陵县,16.61,100,878.5,14.6,39.7079,test,36.15621882,2025/6/3 0:00
181,57845,2025/6/3 0:00,26.17,109.78,397.5,怀化市,通道,通道侗族自治县,19.57,88,963.5,19.2,43.0977,train,42.35793471,2025/6/3 0:00
182,P6622,2025/6/3 0:00,26.17,110.12,1621.7,邵阳市,南山牧场,城步苗族自治县,12.69,81,833.8,13.7,27.984,train,30.30674647,2025/6/3 0:00
183,P8296,2025/6/3 0:00,26.17,113.34,179,郴州市,花坪,永兴县,22.76,91,988.4,21.1,63.4863,train,54.22976539,2025/6/3 0:00
184,P5830,2025/6/3 0:00,26.17,113.82,641.1,株洲市,平乐,炎陵县,22.15,99,937.3,19.3,32.9959,train,35.00080008,2025/6/3 0:00
185,P8553,2025/6/3 0:00,26.17,114.18,454.2,郴州市,清泉,桂东县,22.24,100,958.6,19.2,33.3218,test,33.86889739,2025/6/3 0:00
186,P6971,2025/6/3 0:00,26.19,112.27,670,衡阳市,塔山,常宁市,18.97,88,933.1,18.7,37.5078,train,40.17900787,2025/6/3 0:00
187,P3914,2025/6/3 0:00,26.2,109.52,359,怀化市,播阳,通道侗族自治县,20.73,95,968.7,18.9,46.0299,train,42.66926235,2025/6/3 0:00
188,P6957,2025/6/3 0:00,26.21,112.42,266,衡阳市,弥泉林场,常宁市,20.51,81,979.4,21.3,35.1552,train,45.47060332,2025/6/3 0:00
189,P8238,2025/6/3 0:00,26.21,113.2,178,郴州市,涌水,永兴县,21.63,87,986.4,21,41.2347,train,46.19689147,2025/6/3 0:00
190,P8279,2025/6/3 0:00,26.21,113.44,246,郴州市,大布江,永兴县,21.6,93,980.2,19.9,49.3693,test,50.89103405,2025/6/3 0:00
191,P7517,2025/6/3 0:00,26.22,111.36,130.5,永州市,横糖,东安县,24.1,100,993.6,20.5,48.3755,train,48.16087416,2025/6/3 0:00
192,57866,2025/6/3 0:00,26.23,111.62,172.6,永州市,永州,零陵区,22.24,94,988.8,20.2,48.2504,train,48.83146147,2025/6/3 0:00
193,P8073,2025/6/3 0:00,26.23,111.78,220.4,永州市,公龙岭,零陵区,23.37,94,983.3,21,47.9471,train,48.57979052,2025/6/3 0:00
194,P5859,2025/6/3 0:00,26.23,113.77,420.4,株洲市,心田,炎陵县,22.66,100,959.2,19.5,32.8448,train,35.72297027,2025/6/3 0:00
195,P5874,2025/6/3 0:00,26.23,113.96,1203.4,株洲市,鹫峰,炎陵县,15.84,96,876.2,14.5,42.5738,test,40.31845818,2025/6/3 0:00
196,P6614,2025/6/3 0:00,26.24,110.37,544.1,邵阳市,白毛坪,城步苗族自治县,19.73,100,944.7,17.3,34.7059,train,35.17390023,2025/6/3 0:00
197,P6978,2025/6/3 0:00,26.24,112.32,192,衡阳市,天堂山,常宁市,22.66,100,986.8,19.5,55.8938,train,47.31777479,2025/6/3 0:00
198,P6958,2025/6/3 0:00,26.24,112.46,166,衡阳市,罗桥,常宁市,21.53,84,989.3,21.5,49.8662,train,46.43962678,2025/6/3 0:00
199,P7232,2025/6/3 0:00,26.24,112.96,112,衡阳市,上堡,耒阳市,23.44,85,995.3,22.7,49.9044,train,43.93891204,2025/6/3 0:00
200,P5834,2025/6/3 0:00,26.24,113.89,772.8,株洲市,下村,炎陵县,20.11,100,921.3,17.6,36.6509,test,36.8043595,2025/6/3 0:00
201,P8261,2025/6/3 0:00,26.26,113.12,168,郴州市,水湄,永兴县,24.16,99,988.4,20.7,50.7629,train,48.05206691,2025/6/3 0:00
202,P6967,2025/6/3 0:00,26.27,112.37,128,衡阳市,板桥,常宁市,22.33,80,994.4,22.9,51.2424,train,49.7381356,2025/6/3 0:00
203,P6979,2025/6/3 0:00,26.27,112.6,140,衡阳市,西岭,常宁市,20.16,74,992.2,22.5,40.6513,train,45.57926856,2025/6/3 0:00
204,P8677,2025/6/3 0:00,26.27,113.36,193,郴州市,大枧,永兴县,21.49,87,985.1,20.9,39.3199,train,48.72807875,2025/6/3 0:00
205,P6613,2025/6/3 0:00,26.28,110.1,820.8,邵阳市,长安营,城步苗族自治县,19.24,100,915.6,16.9,34.8363,test,34.43342883,2025/6/3 0:00
206,P4095,2025/6/3 0:00,26.29,109.94,433.1,怀化市,石岩,通道侗族自治县,19.88,94,959.2,18.4,38.582,train,38.91091775,2025/6/3 0:00
207,P6579,2025/6/3 0:00,26.29,110.78,338.5,邵阳市,崀山,新宁县,21.96,100,970.1,19,40.0554,train,40.80114568,2025/6/3 0:00
208,P7627,2025/6/3 0:00,26.29,112.1,148.3,永州市,金洞林场,祁阳市,22.69,93,990.4,20.7,46.6734,train,46.96535225,2025/6/3 0:00
209,P7235,2025/6/3 0:00,26.29,112.92,210.4,衡阳市,易成,耒阳市,21.4,84,986,21.4,37.8646,train,43.47937502,2025/6/3 0:00
210,P8280,2025/6/3 0:00,26.29,113.46,217,郴州市,七甲,永兴县,21.93,91,982.2,20.5,46.5956,test,45.41215065,2025/6/3 0:00
211,P6612,2025/6/3 0:00,26.3,110.42,606.8,邵阳市,兰蓉,城步苗族自治县,20.11,100,940.1,17.6,36.3158,train,37.05200572,2025/6/3 0:00
212,P5833,2025/6/3 0:00,26.3,113.67,338.4,株洲市,船形,炎陵县,22.15,99,968.2,19.3,40.3248,train,38.74286576,2025/6/3 0:00
213,P6977,2025/6/3 0:00,26.31,112.27,194,衡阳市,土桥,常宁市,22.03,87,986.3,21.3,41.1611,train,47.26824743,2025/6/3 0:00
214,P7215,2025/6/3 0:00,26.31,112.74,120.8,衡阳市,磨形,耒阳市,23.57,99,995.1,20.3,57.4019,train,52.0701348,2025/6/3 0:00
215,P8274,2025/6/3 0:00,26.31,113.22,184.2,郴州市,太和,永兴县,22.45,92,986.9,20.7,41.7902,test,45.19022849,2025/6/3 0:00
216,P4023,2025/6/3 0:00,26.32,109.46,397,怀化市,靖州县新厂,靖州苗族侗族自治县,19.22,92,964.8,18.2,38.1542,train,42.67478024,2025/6/3 0:00
217,P4093,2025/6/3 0:00,26.33,109.34,482,怀化市,平茶,靖州苗族侗族自治县,19.8,96,955.2,18,46.2591,train,45.37056621,2025/6/3 0:00
218,P8236,2025/6/3 0:00,26.33,113.3,181,郴州市,石壁垄水库,永兴县,22.21,91,988.7,20.7,51.29,train,46.90115217,2025/6/3 0:00
219,P3739,2025/6/3 0:00,26.35,109.77,382.8,怀化市,下寨,通道侗族自治县,20.78,97,966.9,18.6,38.0506,train,39.37638479,2025/6/3 0:00
220,P6610,2025/6/3 0:00,26.35,110.24,424.5,邵阳市,丹口,城步苗族自治县,20.05,96,959.4,18.2,38.7754,test,38.94586783,2025/6/3 0:00
221,P6953,2025/6/3 0:00,26.35,112.34,118,衡阳市,胜桥,常宁市,22.34,84,995.4,22.1,47.2805,train,49.1286288,2025/6/3 0:00
222,P5871,2025/6/3 0:00,26.35,113.98,1503.3,株洲市,梨树洲,炎陵县,19.61,100,843.8,17.2,40.8376,train,36.08641147,2025/6/3 0:00
223,P7513,2025/6/3 0:00,26.36,111.1,245,永州市,大庙口,东安县,22.28,93,979,20.4,53.8633,train,53.92405074,2025/6/3 0:00
224,P6955,2025/6/3 0:00,26.36,112.63,86,衡阳市,荫田,常宁市,23.04,95,999.1,20.6,41.7619,train,47.26555869,2025/6/3 0:00
225,P5827,2025/6/3 0:00,26.36,113.67,312,株洲市,澎溪,炎陵县,22.53,97,972.4,19.9,39.5258,test,42.58171821,2025/6/3 0:00
226,P4167,2025/6/3 0:00,26.37,109.66,349.9,怀化市,县溪镇江口,通道侗族自治县,20.86,98,966.1,18.5,37.9153,train,38.96155149,2025/6/3 0:00
227,57857,2025/6/3 0:00,26.37,110.31,477.7,邵阳市,城步,城步苗族自治县,19.83,92,954.8,18.7,41.438,train,40.71667691,2025/6/3 0:00
228,P7591,2025/6/3 0:00,26.37,111.54,186,永州市,仁湾镇飞机场,冷水滩区,22.62,98,984.2,19.8,42.7488,train,44.2443064,2025/6/3 0:00
229,P8077,2025/6/3 0:00,26.37,111.87,119.9,永州市,大忠桥政府,祁阳市,24.86,97,994.3,21.5,49.0268,train,50.6702962,2025/6/3 0:00
230,P6969,2025/6/3 0:00,26.37,112.22,142,衡阳市,官岭,常宁市,22.87,92,992.6,21,53.9867,test,51.25485496,2025/6/3 0:00
231,P6974,2025/6/3 0:00,26.37,112.32,97,衡阳市,兰江,常宁市,22.4,89,997.4,21.2,51.1009,train,48.67513409,2025/6/3 0:00
232,P7227,2025/6/3 0:00,26.37,112.68,108,衡阳市,白毛,耒阳市,22.48,83,996,22.4,54.3536,train,47.67537946,2025/6/3 0:00
233,P5858,2025/6/3 0:00,26.37,113.79,284,株洲市,木湾,炎陵县,23.66,100,974.5,20.2,44.1847,train,39.28753275,2025/6/3 0:00
234,P8082,2025/6/3 0:00,26.38,111.49,206.2,永州市,凡龙圩,东安县,21.4,84,984,21.4,44.4233,train,43.63550981,2025/6/3 0:00
235,P7213,2025/6/3 0:00,26.39,112.76,135.4,衡阳市,观前,耒阳市,21.72,89,995.3,20.7,43.1954,test,47.63838635,2025/6/3 0:00
236,P5836,2025/6/3 0:00,26.39,113.62,328,株洲市,东风,炎陵县,22.66,100,970.7,19.5,40.2705,train,43.74057014,2025/6/3 0:00
237,P5828,2025/6/3 0:00,26.39,113.64,209.6,株洲市,天星,炎陵县,22.86,96,984.1,20.3,47.7179,train,43.60616793,2025/6/3 0:00
238,P5872,2025/6/3 0:00,26.39,113.87,951.9,株洲市,仙坪,炎陵县,18.22,99,902.7,16.2,29.1492,train,35.99195512,2025/6/3 0:00
239,57867,2025/6/3 0:00,26.4,111.29,169,永州市,东安,东安县,21.87,88,988.9,21,46.5962,train,48.1737264,2025/6/3 0:00
240,P6952,2025/6/3 0:00,26.4,112.28,101,衡阳市,应伏,常宁市,21.93,91,995.9,20.5,51.1841,test,50.84208667,2025/6/3 0:00
241,P3909,2025/6/3 0:00,26.41,109.43,398.3,怀化市,藕团,靖州苗族侗族自治县,20.01,94,965,18.5,43.8833,train,42.36954876,2025/6/3 0:00
242,57874,2025/6/3 0:00,26.41,112.39,116.6,衡阳市,常宁,常宁市,21.27,83,994.9,21.5,54.8883,train,52.81211033,2025/6/3 0:00
243,P7572,2025/6/3 0:00,26.42,111.6,106,永州市,宋家州公园,冷水滩区,22.33,85,996.7,21.9,49.2598,train,45.19111245,2025/6/3 0:00
244,P6970,2025/6/3 0:00,26.42,112.51,126,衡阳市,梅花,常宁市,21.69,90,994.6,20.5,51.8067,train,49.77564411,2025/6/3 0:00
245,P6480,2025/6/3 0:00,26.43,110.05,504,邵阳市,黄桑,绥宁县,21.3,97,958,19,40.0743,test,38.87975063,2025/6/3 0:00
246,P8070,2025/6/3 0:00,26.43,111.63,107,永州市,桐木井,冷水滩区,19.34,75,993.9,21.6,39.2669,train,44.87152807,2025/6/3 0:00
247,P8076,2025/6/3 0:00,26.43,112.07,87.1,永州市,进宝塘,祁阳市,24.31,96,997.7,21.3,53.4851,train,49.46415832,2025/6/3 0:00
248,P6960,2025/6/3 0:00,26.43,112.18,189.5,衡阳市,大堡,常宁市,22.37,90,987,21,51.8522,train,47.99033098,2025/6/3 0:00
249,57876,2025/6/3 0:00,26.43,112.83,135,衡阳市,耒阳,耒阳市,21.87,88,992.7,21,43.4777,train,46.98792987,2025/6/3 0:00
250,P5829,2025/6/3 0:00,26.43,114.02,1313.5,株洲市,大院农场,炎陵县,16.74,97,865,15.2,28.8589,test,33.78876656,2025/6/3 0:00
251,P6574,2025/6/3 0:00,26.44,110.62,643,邵阳市,麻林,新宁县,20.76,100,932.1,18.1,33.7964,train,34.54329598,2025/6/3 0:00
252,P6973,2025/6/3 0:00,26.44,112.38,102,衡阳市,培元,常宁市,23.45,82,996.7,23.3,58.2218,train,52.00941786,2025/6/3 0:00
253,P8273,2025/6/3 0:00,26.44,113.24,218,郴州市,牛形垅水库,永兴县,25.01,100,982.9,21.1,64.1184,train,56.59260801,2025/6/3 0:00
254,P4094,2025/6/3 0:00,26.45,109.9,381.9,怀化市,联团,通道侗族自治县,19.83,92,961.1,18.7,42.5123,train,39.32307405,2025/6/3 0:00
255,P7510,2025/6/3 0:00,26.45,111.22,346,永州市,水岭,东安县,22.76,98,966.3,19.9,56.8387,test,52.5038436,2025/6/3 0:00
256,P6972,2025/6/3 0:00,26.45,112.36,103,衡阳市,宜阳,常宁市,22.04,86,996,21.5,45.9617,train,52.33078404,2025/6/3 0:00
257,P6961,2025/6/3 0:00,26.45,112.43,185,衡阳市,曲潭,常宁市,22.21,91,987.7,20.7,46.7791,train,51.80452308,2025/6/3 0:00
258,57851,2025/6/3 0:00,26.46,110.83,346.1,邵阳市,新宁,新宁县,22.24,100,969.3,19.2,53.3335,train,51.36072508,2025/6/3 0:00
259,P7634,2025/6/3 0:00,26.46,111.89,95.6,永州市,东泉,祁阳市,23.12,93,996.4,21,56.4399,train,52.83200428,2025/6/3 0:00
260,P8214,2025/6/3 0:00,26.46,113.49,191.5,郴州市,茶安水库,安仁县,21.78,86,987.6,21.3,44.6835,test,44.29301044,2025/6/3 0:00
261,P7623,2025/6/3 0:00,26.47,112.14,164.3,永州市,桐木,祁阳市,20.13,83,986.7,20.6,34.8724,train,44.1601243,2025/6/3 0:00
262,P7208,2025/6/3 0:00,26.47,113.09,209.1,衡阳市,金枣坪,耒阳市,22.67,97,984,20,47.9113,train,50.76411134,2025/6/3 0:00
263,P6959,2025/6/3 0:00,26.48,112.64,108,衡阳市,烟洲,常宁市,21.89,87,995,21.2,46.3443,train,46.79721511,2025/6/3 0:00
264,P5845,2025/6/3 0:00,26.48,113.65,182.8,株洲市,鹿原,炎陵县,24.55,100,986.9,20.8,48.1446,train,45.44166458,2025/6/3 0:00
265,P5846,2025/6/3 0:00,26.48,113.76,214.8,株洲市,石玉,炎陵县,24.4,100,983,20.7,38.6339,test,39.38292923,2025/6/3 0:00
266,57886,2025/6/3 0:00,26.48,113.79,255.3,株洲市,炎陵,炎陵县,18.81,79,977.2,20.3,34.0408,train,38.76074859,2025/6/3 0:00
267,P5826,2025/6/3 0:00,26.48,113.91,483.5,株洲市,安康,炎陵县,21.82,100,952.7,18.9,41.2685,train,39.92586376,2025/6/3 0:00
268,P7621,2025/6/3 0:00,26.49,111.78,150,永州市,板桥,祁阳市,22.8,100,991.4,19.6,46.7869,train,46.04885905,2025/6/3 0:00
269,P7236,2025/6/3 0:00,26.49,112.89,93.9,衡阳市,架江,耒阳市,22.06,85,997.7,21.7,47.4926,train,49.80385607,2025/6/3 0:00
270,P7507,2025/6/3 0:00,26.5,111.45,150.1,永州市,端桥铺,东安县,21.13,79,992.1,22.2,38.9662,test,41.95786346,2025/6/3 0:00
271,57865,2025/6/3 0:00,26.5,111.62,192.8,永州市,冷水滩,冷水滩区,22.45,92,986.6,20.7,52.9886,train,49.30962336,2025/6/3 0:00
272,P7106,2025/6/3 0:00,26.5,112.27,87.8,衡阳市,河洲,祁东县,23.33,98,996.7,20.3,45.4203,train,47.75024231,2025/6/3 0:00
273,P6963,2025/6/3 0:00,26.5,112.52,86,衡阳市,蓬塘,常宁市,23.04,95,997.3,20.6,47.4955,train,48.61525065,2025/6/3 0:00
274,P7229,2025/6/3 0:00,26.5,112.85,128.6,衡阳市,大胜,耒阳市,24.49,91,995,22.3,59.3201,train,51.31637786,2025/6/3 0:00
275,P5824,2025/6/3 0:00,26.5,114.04,848.6,株洲市,桃源洞,炎陵县,18.4,100,913.3,16.2,34.3412,test,35.62651736,2025/6/3 0:00
276,P3823,2025/6/3 0:00,26.51,109.53,450,怀化市,靖州县排牙山,靖州苗族侗族自治县,20.01,97,958,18,46.9184,train,45.77111271,2025/6/3 0:00
277,P6605,2025/6/3 0:00,26.51,110.35,435.2,邵阳市,蒋坊,城步苗族自治县,21.02,100,956.6,18.3,44.0992,train,40.64632049,2025/6/3 0:00
278,P7620,2025/6/3 0:00,26.51,112.04,163.3,永州市,苦桔园水库,祁阳市,21.87,88,988.3,21,49.7619,train,47.9353863,2025/6/3 0:00
279,P7233,2025/6/3 0:00,26.51,113.12,195.9,衡阳市,通林,耒阳市,21.85,89,985.2,20.8,53.3872,train,52.96971728,2025/6/3 0:00
280,P5823,2025/6/3 0:00,26.51,113.8,210,株洲市,石子坝,炎陵县,20.21,87,975.1,19.9,42.1652,test,38.90973969,2025/6/3 0:00
281,P6479,2025/6/3 0:00,26.52,109.93,579,邵阳市,乐安,绥宁县,19.27,94,944.1,17.9,33.0317,train,36.5913286,2025/6/3 0:00
282,P6609,2025/6/3 0:00,26.52,110.42,476.6,邵阳市,茅坪,城步苗族自治县,20.86,98,953.2,18.5,39.8773,train,39.05025223,2025/6/3 0:00
283,P6975,2025/6/3 0:00,26.52,112.36,108.9,衡阳市,茶山,常宁市,24.01,96,994.8,21.1,55.7646,train,53.57150017,2025/6/3 0:00
284,P7638,2025/6/3 0:00,26.53,112.11,111,永州市,大书,祁阳市,22.34,98,995,19.6,46.7937,train,44.44047752,2025/6/3 0:00
285,P6570,2025/6/3 0:00,26.54,110.95,283.5,邵阳市,黄龙,新宁县,23.28,99,971.8,20.1,55.9957,test,54.2867746,2025/6/3 0:00
286,P6965,2025/6/3 0:00,26.54,112.46,99.3,衡阳市,柏坊,常宁市,22.83,93,996.1,20.8,53.1979,train,50.30221689,2025/6/3 0:00
287,P6976,2025/6/3 0:00,26.54,112.61,79.8,衡阳市,水邻,常宁市,22.06,85,997.7,21.7,47.4926,train,46.35661242,2025/6/3 0:00
288,P5867,2025/6/3 0:00,26.54,114.04,764.6,株洲市,青石岗,炎陵县,19,100,921.9,16.7,41.4381,train,39.16115756,2025/6/3 0:00
289,57868,2025/6/3 0:00,26.55,111.86,163.3,永州市,祁阳,祁阳市,22.48,91,989.7,20.9,49.7451,train,49.13097434,2025/6/3 0:00
290,P8205,2025/6/3 0:00,26.55,113.28,157,郴州市,灵官,安仁县,22.83,93,989.1,20.8,49.8999,test,49.79775977,2025/6/3 0:00
291,P5821,2025/6/3 0:00,26.55,113.62,181.5,株洲市,青年水库,茶陵县,24.55,100,986.1,20.8,48.4281,train,45.83602309,2025/6/3 0:00
292,P5822,2025/6/3 0:00,26.55,113.93,286.5,株洲市,十都,炎陵县,22.94,100,975.5,19.7,46.0433,train,44.16017575,2025/6/3 0:00
293,57841,2025/6/3 0:00,26.56,109.67,320.3,怀化市,靖州,靖州苗族侗族自治县,21.39,95,972.2,19.4,43.8557,train,44.87550876,2025/6/3 0:00
294,P8225,2025/6/3 0:00,26.56,113.32,155,郴州市,平背,安仁县,22.37,90,991.1,21,46.5374,train,47.27024058,2025/6/3 0:00
295,P6476,2025/6/3 0:00,26.57,110.28,365.3,邵阳市,关峡,绥宁县,21.39,95,967.6,19.4,35.8322,test,38.41386536,2025/6/3 0:00
296,P5819,2025/6/3 0:00,26.57,113.74,321.8,株洲市,厂江,茶陵县,22.11,97,970.7,19.6,39.6234,train,42.01196643,2025/6/3 0:00
297,P6489,2025/6/3 0:00,26.58,109.9,416,邵阳市,东山,绥宁县,21.69,100,961.3,18.8,35.5487,train,35.70636826,2025/6/3 0:00
298,P6954,2025/6/3 0:00,26.58,112.59,62,衡阳市,朱陂,常宁市,21.79,85,1000,21.5,42.4762,train,45.77140364,2025/6/3 0:00
299,P7230,2025/6/3 0:00,26.58,112.78,95.2,衡阳市,围塘,耒阳市,22.75,84,997.5,22.4,50.1472,train,52.47840401,2025/6/3 0:00
300,57846,2025/6/3 0:00,26.59,110.14,382,邵阳市,绥宁,绥宁县,20.77,94,965.3,19.1,41.7984,test,40.69383687,2025/6/3 0:00
301,P7644,2025/6/3 0:00,26.59,111.86,113.2,永州市,百花,祁阳市,20.87,78,995.2,22.2,44.8979,train,47.06733035,2025/6/3 0:00
302,P7119,2025/6/3 0:00,26.59,112.32,86.1,衡阳市,粮市,祁东县,23.8,94,998.6,21.3,58.059,train,55.86388102,2025/6/3 0:00
303,P6567,2025/6/3 0:00,26.6,111.22,368,邵阳市,一渡水,新宁县,23.57,99,965.8,20.3,45.0422,train,46.31192667,2025/6/3 0:00
304,P7226,2025/6/3 0:00,26.6,112.95,102.2,衡阳市,双泉,耒阳市,23.73,92,996.2,21.6,49.2377,train,48.77985435,2025/6/3 0:00
305,P6532,2025/6/3 0:00,26.61,110.74,452,邵阳市,司马冲,武冈市,21.47,99,957.1,18.8,42.4082,test,43.40703863,2025/6/3 0:00
306,P7612,2025/6/3 0:00,26.61,112.09,80.4,永州市,羊角塘,祁阳市,22.56,88,997.6,21.5,47.4496,train,46.736017,2025/6/3 0:00
307,P7164,2025/6/3 0:00,26.61,112.5,91,衡阳市,栗江,衡南县,22.26,89,994.9,21.1,48.6734,train,47.45222475,2025/6/3 0:00
308,P7170,2025/6/3 0:00,26.61,112.57,59.8,衡阳市,松江,衡南县,22.45,86,998.3,21.8,44.3757,train,46.04859155,2025/6/3 0:00
309,P8683,2025/6/3 0:00,26.61,113.34,129.5,郴州市,牌楼,安仁县,22.03,87,993.2,21.3,46.6351,train,47.47279124,2025/6/3 0:00
310,P8330,2025/6/3 0:00,26.61,113.38,128,郴州市,新塘,安仁县,21.02,81,993.5,21.7,44.0858,test,47.47460953,2025/6/3 0:00
311,P5839,2025/6/3 0:00,26.61,113.9,289.8,株洲市,苍背,炎陵县,23.81,100,975.2,20.3,46.7332,train,44.40363608,2025/6/3 0:00
312,P6607,2025/6/3 0:00,26.62,110.47,388.7,邵阳市,西岩,城步苗族自治县,17.12,77,963.8,19.2,28.8837,train,36.59419856,2025/6/3 0:00
313,P7101,2025/6/3 0:00,26.62,112.17,82.2,衡阳市,鸟江,祁东县,22.38,94,997.8,20.3,47.3913,train,46.67044003,2025/6/3 0:00
314,P7161,2025/6/3 0:00,26.62,112.9,114,衡阳市,江口,衡南县,22.71,87,995.6,21.8,46.597,train,48.65288522,2025/6/3 0:00
315,P6606,2025/6/3 0:00,26.63,110.58,456.8,邵阳市,威溪,城步苗族自治县,21.28,100,955.8,18.5,44.3047,test,38.99652013,2025/6/3 0:00
316,P8206,2025/6/3 0:00,26.63,113.23,120,郴州市,洋际,安仁县,23.76,95,994.8,21.1,54.1743,train,53.69772911,2025/6/3 0:00
317,P7505,2025/6/3 0:00,26.64,111.5,172.2,永州市,芦洪市,东安县,21.26,79,988.3,22.3,47.1271,train,45.9883056,2025/6/3 0:00
318,P7187,2025/6/3 0:00,26.64,112.69,101.1,衡阳市,富高,衡南县,24.35,95,995.3,21.5,58.3832,train,54.32045319,2025/6/3 0:00
319,P5816,2025/6/3 0:00,26.64,113.5,176.3,株洲市,花甲,茶陵县,24.55,100,986.7,20.8,59.9736,train,54.41996693,2025/6/3 0:00
320,P3904,2025/6/3 0:00,26.65,109.38,617.2,怀化市,三锹,靖州苗族侗族自治县,19.19,96,940,17.5,37.2959,test,39.78722542,2025/6/3 0:00
321,P6462,2025/6/3 0:00,26.65,110.44,457.5,邵阳市,金紫,城步苗族自治县,21.42,100,955,18.6,41.5273,train,32.98072012,2025/6/3 0:00
322,P5865,2025/6/3 0:00,26.66,113.41,138.4,株洲市,洒水,茶陵县,23.61,91,991.2,21.7,49.943,train,50.43560182,2025/6/3 0:00
323,P4205,2025/6/3 0:00,26.67,109.34,635,怀化市,塘款,靖州苗族侗族自治县,18.77,91,937.6,18,35.7158,train,36.45406234,2025/6/3 0:00
324,P3901,2025/6/3 0:00,26.67,109.65,346.4,怀化市,坳上,靖州苗族侗族自治县,21.26,95,969.2,19.3,49.1298,train,47.21802567,2025/6/3 0:00
325,P6477,2025/6/3 0:00,26.67,109.94,414.7,邵阳市,鹅公,绥宁县,20.39,94,962.7,18.8,37.7497,test,40.39267921,2025/6/3 0:00
326,P7575,2025/6/3 0:00,26.67,111.57,158,永州市,普利桥,冷水滩区,24.1,100,990.2,20.5,39.616,train,44.43402021,2025/6/3 0:00
327,P7210,2025/6/3 0:00,26.67,112.86,59.7,衡阳市,耒水公园,耒阳市,22.59,79,1000.7,23.3,49.8501,train,48.84037758,2025/6/3 0:00
328,P5884,2025/6/3 0:00,26.67,113.58,111.3,株洲市,浪滩,茶陵县,19.38,77,994,21.2,26.6204,train,42.4257514,2025/6/3 0:00
329,P5875,2025/6/3 0:00,26.67,113.82,198.2,株洲市,春风,茶陵县,20.61,85,984.3,20.6,39.9548,train,41.5735733,2025/6/3 0:00
330,P6563,2025/6/3 0:00,26.68,110.92,470,邵阳市,安山,新宁县,23.08,100,956,19.8,50.45,test,47.72540958,2025/6/3 0:00
331,P5868,2025/6/3 0:00,26.68,113.66,120.2,株洲市,河坞,茶陵县,23.8,94,994.1,21.3,46.0352,train,43.38893646,2025/6/3 0:00
332,P7163,2025/6/3 0:00,26.69,112.4,67.4,衡阳市,茅市,衡南县,23.58,92,997.1,21.5,52.5035,train,51.31499879,2025/6/3 0:00
333,P7182,2025/6/3 0:00,26.69,112.63,106,衡阳市,云集,衡南县,21.64,86,996.5,21.2,51.644,train,51.43611614,2025/6/3 0:00
334,P7228,2025/6/3 0:00,26.69,113.02,104.6,衡阳市,小河田,耒阳市,23.58,92,996.4,21.5,52.0831,train,51.93686892,2025/6/3 0:00
335,P8332,2025/6/3 0:00,26.69,113.26,95,郴州市,农科所,安仁县,21.87,88,997.5,21,52.6583,test,53.84476193,2025/6/3 0:00
336,P3899,2025/6/3 0:00,26.7,109.45,394,怀化市,大堡子,靖州苗族侗族自治县,20.39,97,964.3,18.3,43.6327,train,44.98806861,2025/6/3 0:00
337,P7503,2025/6/3 0:00,26.7,111.4,241.7,永州市,新圩江,东安县,20.51,80,980.8,21.5,32.1579,train,35.08866203,2025/6/3 0:00
338,P7109,2025/6/3 0:00,26.7,112.11,124.3,衡阳市,过水坪,祁东县,22.01,88,993,21.1,44.1711,train,47.23499504,2025/6/3 0:00
339,P7108,2025/6/3 0:00,26.7,112.17,106.1,衡阳市,金桥,祁东县,22.26,89,994.2,21.1,44.0233,train,46.19447897,2025/6/3 0:00
340,P7172,2025/6/3 0:00,26.7,112.44,94,衡阳市,硫市,衡南县,24.4,100,996.4,20.7,48.7123,test,49.88327221,2025/6/3 0:00
341,P4092,2025/6/3 0:00,26.71,109.73,294.7,怀化市,靖州县甘棠,靖州苗族侗族自治县,21.7,94,975.6,19.8,38.0455,train,42.50659776,2025/6/3 0:00
342,57881,2025/6/3 0:00,26.71,113.28,192.7,郴州市,安仁,安仁县,23.96,100,986,20.4,58.0711,train,53.48144978,2025/6/3 0:00
