id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,pwv,dataset,formatted_time,rh,sp,t2m
153,P8265,2025/06/03 00:00,26.02,112.86,207.0,郴州市,文明,永兴县,21.36,87,985.1,20.8,39.4231,train,2025-06-03 00:00:00,77.59,97976.59,20.27
154,P8318,2025/06/03 00:00,26.03,112.53,341.1,郴州市,欧阳海,桂阳县,19.5,77,967.9,21.3,54.1711,train,2025-06-03 00:00:00,77.63,97255.27,19.77
155,P8417,2025/06/03 00:00,26.04,112.74,467.6,郴州市,青兰,桂阳县,19.04,79,955.9,20.5,36.531,test,2025-06-03 00:00:00,77.62,97839.39,20.13
156,P8267,2025/06/03 00:00,26.04,112.92,110.0,郴州市,儒林,永兴县,22.47,84,993.3,22.2,41.1602,train,2025-06-03 00:00:00,77.23,98099.63,20.37
157,P8514,2025/06/03 00:00,26.04,113.39,1102.0,郴州市,十龙潭,资兴市,16.61,100,886.5,14.6,44.0303,train,2025-06-03 00:00:00,82.1,95252.15,19.25
158,P8676,2025/06/03 00:00,26.05,112.8,289.0,郴州市,油麻,永兴县,23.66,100,976.2,20.2,49.172,train,2025-06-03 00:00:00,77.86,97930.75,20.22
159,P6618,2025/06/03 00:00,26.06,110.15,539.1,邵阳市,五团,城步苗族自治县,21.28,100,946.5,18.5,33.6959,train,2025-06-03 00:00:00,78.63,94559.03,18.48
160,P8403,2025/06/03 00:00,26.06,112.63,286.6,郴州市,桥市,桂阳县,21.14,83,975.7,21.4,47.9376,test,2025-06-03 00:00:00,77.34,97592.67,19.95
161,P8480,2025/06/03 00:00,26.06,113.28,140.0,郴州市,源兴,资兴市,23.43,96,991,20.7,57.0417,train,2025-06-03 00:00:00,79.31,96745.71,19.86
162,P3917,2025/06/03 00:00,26.08,109.55,455.3,怀化市,独坡,通道侗族自治县,20.2,92,957.6,19.0,36.8992,train,2025-06-03 00:00:00,78.12,94792.79,18.6
163,P4175,2025/06/03 00:00,26.08,109.81,407.3,怀化市,长安堡,通道侗族自治县,21.42,100,961.3,18.6,42.7479,train,2025-06-03 00:00:00,78.12,94792.79,18.6
164,P8481,2025/06/03 00:00,26.08,113.26,123.0,郴州市,东湾,资兴市,24.25,100,993.4,20.6,53.7077,train,2025-06-03 00:00:00,78.98,97024.19,19.99
165,57889,2025/06/03 00:00,26.08,113.94,834.1,郴州市,桂东,桂东县,18.42,75,914.5,20.8,36.1514,test,2025-06-03 00:00:00,89.74,89227.39,18.04
166,P8316,2025/06/03 00:00,26.09,112.47,307.0,郴州市,莲塘,桂阳县,21.27,83,973.7,21.5,43.2412,train,2025-06-03 00:00:00,76.55,97240.15,19.74
167,P6617,2025/06/03 00:00,26.1,110.28,777.7,邵阳市,汀坪,城步苗族自治县,19.36,100,919.3,17.0,35.1583,train,2025-06-03 00:00:00,77.61,95026.55,18.72
168,P8291,2025/06/03 00:00,26.1,112.86,185.6,郴州市,邝家,永兴县,22.48,91,986.7,20.9,40.4886,train,2025-06-03 00:00:00,77.45,98100.11,20.35
169,P8499,2025/06/03 00:00,26.1,113.54,620.0,郴州市,州门司,资兴市,19.73,100,937.6,17.3,49.2259,train,2025-06-03 00:00:00,84.35,93626.99,18.7
170,P7721,2025/06/03 00:00,26.11,111.81,234.0,永州市,茶林,双牌县,20.25,84,981.8,20.5,35.6562,test,2025-06-03 00:00:00,77.35,95143.43,18.79
171,P7723,2025/06/03 00:00,26.12,111.91,1512.2,永州市,阳明山,双牌县,14.44,94,843.8,13.4,34.1585,train,2025-06-03 00:00:00,77.09,95260.31,18.85
172,57887,2025/06/03 00:00,26.12,113.11,169.4,郴州市,永兴,永兴县,22.59,86,988.8,21.9,53.5,train,2025-06-03 00:00:00,77.78,97750.71,20.3
173,P5837,2025/06/03 00:00,26.12,113.72,886.1,株洲市,龙凤,炎陵县,18.88,100,909.3,16.6,24.453,train,2025-06-03 00:00:00,88.79,90990.35,17.86
174,P8237,2025/06/03 00:00,26.13,112.81,199.0,郴州市,黄口堰水库,永兴县,22.9,91,982.5,21.2,45.2797,train,2025-06-03 00:00:00,76.7,98116.67,20.33
175,P7690,2025/06/03 00:00,26.14,111.71,295.0,永州市,克勤,零陵区,23.08,100,974.4,19.8,57.992,test,2025-06-03 00:00:00,76.58,95494.07,18.97
176,P8255,2025/06/03 00:00,26.14,112.38,972.0,郴州市,天塘山,桂阳县,16.48,89,900.4,16.3,38.7202,train,2025-06-03 00:00:00,75.06,97137.35,19.69
177,P6956,2025/06/03 00:00,26.15,112.51,188.0,衡阳市,庙前,常宁市,22.76,98,986.5,19.9,56.4501,train,2025-06-03 00:00:00,76.08,97477.59,19.82
178,P8304,2025/06/03 00:00,26.15,113.03,105.0,郴州市,洞洪,永兴县,21.8,81,995.4,22.3,43.2621,train,2025-06-03 00:00:00,76.91,98229.99,20.52
179,P8552,2025/06/03 00:00,26.15,114.13,489.0,郴州市,桥头,桂东县,21.74,99,953.1,19.0,35.4352,train,2025-06-03 00:00:00,86.22,91619.59,19.55
180,57845,2025/06/03 00:00,26.16,109.78,400.2,怀化市,通道,通道侗族自治县,19.57,88,963.5,19.2,49.1,test,2025-06-03 00:00:00,76.07,95727.83,19.09
181,P6968,2025/06/03 00:00,26.16,112.68,69.6,衡阳市,白沙,常宁市,21.51,86,998.8,21.1,42.2829,train,2025-06-03 00:00:00,75.86,97949.31,20.14
182,P5820,2025/06/03 00:00,26.16,113.86,1183.6,株洲市,鑫山,炎陵县,16.61,100,878.5,14.6,39.7079,train,2025-06-03 00:00:00,89.67,89762.87,17.62
183,P6622,2025/06/03 00:00,26.17,110.12,1621.7,邵阳市,南山牧场,城步苗族自治县,12.69,81,833.8,13.7,27.984,train,2025-06-03 00:00:00,75.82,95844.71,19.15
184,P8296,2025/06/03 00:00,26.17,113.34,179.0,郴州市,花坪,永兴县,22.76,91,988.4,21.1,63.4863,train,2025-06-03 00:00:00,79.16,96582.11,19.84
185,P5830,2025/06/03 00:00,26.17,113.82,641.1,株洲市,平乐,炎陵县,22.15,99,937.3,19.3,32.9959,test,2025-06-03 00:00:00,89.55,90199.19,17.67
186,P8553,2025/06/03 00:00,26.17,114.18,454.2,郴州市,清泉,桂东县,22.24,100,958.6,19.2,33.3218,train,2025-06-03 00:00:00,85.24,92596.71,20.03
187,P6971,2025/06/03 00:00,26.19,112.27,670.0,衡阳市,塔山,常宁市,18.97,88,933.1,18.7,37.5078,train,2025-06-03 00:00:00,73.27,96829.99,19.55
188,P3914,2025/06/03 00:00,26.2,109.52,359.0,怀化市,播阳,通道侗族自治县,20.73,95,968.7,18.9,46.0299,train,2025-06-03 00:00:00,75.05,96195.35,19.33
189,P6957,2025/06/03 00:00,26.21,112.42,266.0,衡阳市,弥泉林场,常宁市,20.51,81,979.4,21.3,35.1552,train,2025-06-03 00:00:00,74.54,97395.15,19.77
190,P8238,2025/06/03 00:00,26.21,113.2,178.0,郴州市,涌水,永兴县,21.63,87,986.4,21.0,41.2347,test,2025-06-03 00:00:00,77.75,97787.87,20.39
191,P8279,2025/06/03 00:00,26.21,113.44,246.0,郴州市,大布江,永兴县,21.6,93,980.2,19.9,49.3693,train,2025-06-03 00:00:00,79.86,95742.99,19.48
192,P7517,2025/06/03 00:00,26.22,111.36,130.5,永州市,横糖,东安县,24.1,100,993.6,20.5,48.3755,train,2025-06-03 00:00:00,74.54,96429.11,19.45
193,57866,2025/06/03 00:00,26.23,111.62,173.4,永州市,永州,零陵区,22.1,94,988.8,20.1,52.0,train,2025-06-03 00:00:00,74.28,96545.99,19.51
194,P8073,2025/06/03 00:00,26.23,111.78,220.4,永州市,公龙岭,零陵区,23.37,94,983.3,21.0,47.9471,train,2025-06-03 00:00:00,74.28,96545.99,19.51
195,P5859,2025/06/03 00:00,26.23,113.77,420.4,株洲市,心田,炎陵县,22.66,100,959.2,19.5,32.8448,test,2025-06-03 00:00:00,89.04,91056.95,17.78
196,P5874,2025/06/03 00:00,26.23,113.96,1203.4,株洲市,鹫峰,炎陵县,15.84,96,876.2,14.5,42.5738,train,2025-06-03 00:00:00,89.27,89296.79,17.59
197,P6614,2025/06/03 00:00,26.24,110.37,544.1,邵阳市,白毛坪,城步苗族自治县,19.73,100,944.7,17.3,34.7059,train,2025-06-03 00:00:00,74.03,96662.87,19.57
198,P6978,2025/06/03 00:00,26.24,112.32,192.0,衡阳市,天堂山,常宁市,22.66,100,986.8,19.5,55.8938,train,2025-06-03 00:00:00,73.21,97222.15,19.7
199,P6958,2025/06/03 00:00,26.24,112.46,166.0,衡阳市,罗桥,常宁市,21.53,84,989.3,21.5,49.8662,train,2025-06-03 00:00:00,74.54,97560.95,19.82
200,P7232,2025/06/03 00:00,26.24,112.96,112.0,衡阳市,上堡,耒阳市,23.44,85,995.3,22.7,49.9044,test,2025-06-03 00:00:00,76.25,98490.03,20.63
201,P5834,2025/06/03 00:00,26.24,113.89,772.8,株洲市,下村,炎陵县,20.11,100,921.3,17.6,36.6509,train,2025-06-03 00:00:00,89.11,90011.03,17.67
202,P8261,2025/06/03 00:00,26.26,113.12,168.0,郴州市,水湄,永兴县,24.16,99,988.4,20.7,50.7629,train,2025-06-03 00:00:00,76.97,98217.27,20.58
203,P6967,2025/06/03 00:00,26.27,112.37,128.0,衡阳市,板桥,常宁市,22.33,80,994.4,22.9,51.2424,train,2025-06-03 00:00:00,73.33,97518.95,19.82
204,P6979,2025/06/03 00:00,26.27,112.6,140.0,衡阳市,西岭,常宁市,20.16,74,992.2,22.5,40.6513,train,2025-06-03 00:00:00,74.32,98079.39,20.15
205,P8677,2025/06/03 00:00,26.27,113.36,193.0,郴州市,大枧,永兴县,21.49,87,985.1,20.9,39.3199,test,2025-06-03 00:00:00,78.63,96760.83,19.97
206,P6613,2025/06/03 00:00,26.28,110.1,820.8,邵阳市,长安营,城步苗族自治县,19.24,100,915.6,16.9,34.8363,train,2025-06-03 00:00:00,73.29,96991.91,19.74
207,P4095,2025/06/03 00:00,26.29,109.94,433.1,怀化市,石岩,通道侗族自治县,19.88,94,959.2,18.4,38.582,train,2025-06-03 00:00:00,73.13,97062.63,19.77
208,P6579,2025/06/03 00:00,26.29,110.78,338.5,邵阳市,崀山,新宁县,21.96,100,970.1,19.0,40.0554,train,2025-06-03 00:00:00,73.13,97062.63,19.77
209,P7627,2025/06/03 00:00,26.29,112.1,148.3,永州市,金洞林场,祁阳市,22.69,93,990.4,20.7,46.6734,train,2025-06-03 00:00:00,72.79,97203.75,19.79
210,P7235,2025/06/03 00:00,26.29,112.92,210.4,衡阳市,易成,耒阳市,21.4,84,986,21.4,37.8646,test,2025-06-03 00:00:00,75.63,98508.99,20.61
211,P8280,2025/06/03 00:00,26.29,113.46,217.0,郴州市,七甲,永兴县,21.93,91,982.2,20.5,46.5956,train,2025-06-03 00:00:00,79.41,95825.63,19.56
212,P6612,2025/06/03 00:00,26.3,110.42,606.8,邵阳市,兰蓉,城步苗族自治县,20.11,100,940.1,17.6,36.3158,train,2025-06-03 00:00:00,72.97,97133.35,19.81
213,P5833,2025/06/03 00:00,26.3,113.67,338.4,株洲市,船形,炎陵县,22.15,99,968.2,19.3,40.3248,train,2025-06-03 00:00:00,84.61,92986.63,18.47
214,P6977,2025/06/03 00:00,26.31,112.27,194.0,衡阳市,土桥,常宁市,22.03,87,986.3,21.3,41.1611,train,2025-06-03 00:00:00,71.94,97582.55,19.89
215,P7215,2025/06/03 00:00,26.31,112.74,120.8,衡阳市,磨形,耒阳市,23.57,99,995.1,20.3,57.4019,test,2025-06-03 00:00:00,73.61,98556.47,20.49
216,P8274,2025/06/03 00:00,26.31,113.22,184.2,郴州市,太和,永兴县,22.45,92,986.9,20.7,41.7902,train,2025-06-03 00:00:00,77.03,98071.87,20.56
217,P4023,2025/06/03 00:00,26.32,109.46,397.0,怀化市,靖州县新厂,靖州苗族侗族自治县,19.22,92,964.8,18.2,38.1542,train,2025-06-03 00:00:00,72.64,97274.79,19.88
218,P4093,2025/06/03 00:00,26.33,109.34,482.0,怀化市,平茶,靖州苗族侗族自治县,19.8,96,955.2,18.0,46.2591,train,2025-06-03 00:00:00,72.48,97345.51,19.91
219,P8236,2025/06/03 00:00,26.33,113.3,181.0,郴州市,石壁垄水库,永兴县,22.21,91,988.7,20.7,51.29,train,2025-06-03 00:00:00,77.48,97545.15,20.34
220,P3739,2025/06/03 00:00,26.35,109.77,382.8,怀化市,下寨,通道侗族自治县,20.78,97,966.9,18.6,38.0506,test,2025-06-03 00:00:00,72.16,97486.95,19.98
221,P6610,2025/06/03 00:00,26.35,110.24,424.5,邵阳市,丹口,城步苗族自治县,20.05,96,959.4,18.2,38.7754,train,2025-06-03 00:00:00,72.16,97486.95,19.98
222,P6953,2025/06/03 00:00,26.35,112.34,118.0,衡阳市,胜桥,常宁市,22.34,84,995.4,22.1,47.2805,train,2025-06-03 00:00:00,72.16,98057.55,20.11
223,P5871,2025/06/03 00:00,26.35,113.98,1503.3,株洲市,梨树洲,炎陵县,19.61,100,843.8,17.2,40.8376,train,2025-06-03 00:00:00,87.27,90337.43,17.74
224,P7513,2025/06/03 00:00,26.36,111.1,245.0,永州市,大庙口,东安县,22.28,93,979,20.4,53.8633,train,2025-06-03 00:00:00,72.0,97557.67,20.02
225,P6955,2025/06/03 00:00,26.36,112.63,86.0,衡阳市,荫田,常宁市,23.04,95,999.1,20.6,41.7619,test,2025-06-03 00:00:00,72.95,98781.27,20.54
226,P5827,2025/06/03 00:00,26.36,113.67,312.0,株洲市,澎溪,炎陵县,22.53,97,972.4,19.9,39.5258,train,2025-06-03 00:00:00,82.77,93630.91,18.73
227,P4167,2025/06/03 00:00,26.37,109.66,349.9,怀化市,县溪镇江口,通道侗族自治县,20.86,98,966.1,18.5,37.9153,train,2025-06-03 00:00:00,71.84,97628.39,20.05
228,57857,2025/06/03 00:00,26.37,110.31,479.1,邵阳市,城步,城步苗族自治县,20.04,93,954.8,18.7,48.8,train,2025-06-03 00:00:00,71.84,97628.39,20.05
229,P7591,2025/06/03 00:00,26.37,111.54,186.0,永州市,仁湾镇飞机场,冷水滩区,22.62,98,984.2,19.8,42.7488,train,2025-06-03 00:00:00,71.84,97628.39,20.05
230,P8077,2025/06/03 00:00,26.37,111.87,119.9,永州市,大忠桥政府,祁阳市,24.86,97,994.3,21.5,49.0268,test,2025-06-03 00:00:00,71.84,97628.39,20.05
231,P6969,2025/06/03 00:00,26.37,112.22,142.0,衡阳市,官岭,常宁市,22.87,92,992.6,21.0,53.9867,train,2025-06-03 00:00:00,71.25,97957.03,20.1
232,P6974,2025/06/03 00:00,26.37,112.32,97.0,衡阳市,兰江,常宁市,22.4,89,997.4,21.2,51.1009,train,2025-06-03 00:00:00,71.75,98161.95,20.16
233,P7227,2025/06/03 00:00,26.37,112.68,108.0,衡阳市,白毛,耒阳市,22.48,83,996,22.4,54.3536,train,2025-06-03 00:00:00,72.84,98816.39,20.58
234,P5858,2025/06/03 00:00,26.37,113.79,284.0,株洲市,木湾,炎陵县,23.66,100,974.5,20.2,44.1847,train,2025-06-03 00:00:00,85.61,92590.07,18.23
235,P8082,2025/06/03 00:00,26.38,111.49,206.2,永州市,凡龙圩,东安县,21.4,84,984,21.4,44.4233,test,2025-06-03 00:00:00,71.68,97699.11,20.08
236,P7213,2025/06/03 00:00,26.39,112.76,135.4,衡阳市,观前,耒阳市,21.72,89,995.3,20.7,43.1954,train,2025-06-03 00:00:00,72.83,98821.47,20.62
237,P5836,2025/06/03 00:00,26.39,113.62,328.0,株洲市,东风,炎陵县,22.66,100,970.7,19.5,40.2705,train,2025-06-03 00:00:00,80.2,94485.03,19.11
238,P5828,2025/06/03 00:00,26.39,113.64,209.6,株洲市,天星,炎陵县,22.86,96,984.1,20.3,47.7179,train,2025-06-03 00:00:00,80.84,94315.75,19.02
239,P5872,2025/06/03 00:00,26.39,113.87,951.9,株洲市,仙坪,炎陵县,18.22,99,902.7,16.2,29.1492,train,2025-06-03 00:00:00,86.13,91862.63,17.98
240,57867,2025/06/03 00:00,26.4,111.29,174.9,永州市,东安,东安县,21.63,87,988.9,21.0,49.7,test,2025-06-03 00:00:00,71.35,97840.55,20.15
241,P6952,2025/06/03 00:00,26.4,112.28,101.0,衡阳市,应伏,常宁市,21.93,91,995.9,20.5,51.1841,train,2025-06-03 00:00:00,71.03,98294.35,20.24
242,P3909,2025/06/03 00:00,26.41,109.43,398.3,怀化市,藕团,靖州苗族侗族自治县,20.01,94,965,18.5,43.8833,train,2025-06-03 00:00:00,71.19,97911.27,20.19
243,57874,2025/06/03 00:00,26.41,112.39,119.0,衡阳市,常宁,常宁市,21.14,83,994.9,21.4,52.3,train,2025-06-03 00:00:00,71.79,98601.55,20.37
244,P7572,2025/06/03 00:00,26.42,111.6,106.0,永州市,宋家州公园,冷水滩区,22.33,85,996.7,21.9,49.2598,train,2025-06-03 00:00:00,71.03,97981.99,20.22
245,P6970,2025/06/03 00:00,26.42,112.51,126.0,衡阳市,梅花,常宁市,21.69,90,994.6,20.5,51.8067,test,2025-06-03 00:00:00,72.3,98885.19,20.5
246,P6480,2025/06/03 00:00,26.43,110.05,504.0,邵阳市,黄桑,绥宁县,21.3,97,958,19.0,40.0743,train,2025-06-03 00:00:00,70.87,98052.71,20.26
247,P8070,2025/06/03 00:00,26.43,111.63,107.0,永州市,桐木井,冷水滩区,19.34,75,993.9,21.6,39.2669,train,2025-06-03 00:00:00,70.87,98052.71,20.26
248,P8076,2025/06/03 00:00,26.43,112.07,87.1,永州市,进宝塘,祁阳市,24.31,96,997.7,21.3,53.4851,train,2025-06-03 00:00:00,70.84,98175.35,20.29
249,P6960,2025/06/03 00:00,26.43,112.18,189.5,衡阳市,大堡,常宁市,22.37,90,987,21.0,51.8522,train,2025-06-03 00:00:00,70.8,98368.07,20.33
250,57876,2025/06/03 00:00,26.43,112.83,138.0,衡阳市,耒阳,耒阳市,21.87,88,992.7,21.0,52.6,test,2025-06-03 00:00:00,73.56,98827.39,20.68
251,P5829,2025/06/03 00:00,26.43,114.02,1313.5,株洲市,大院农场,炎陵县,16.74,97,865,15.2,28.8589,train,2025-06-03 00:00:00,85.32,91420.63,18.08
252,P6574,2025/06/03 00:00,26.44,110.62,643.0,邵阳市,麻林,新宁县,20.76,100,932.1,18.1,33.7964,train,2025-06-03 00:00:00,70.71,98123.43,20.29
253,57851,2025/06/03 00:00,26.44,110.85,348.4,邵阳市,新宁,新宁县,22.24,100,969.3,19.2,49.7,train,2025-06-03 00:00:00,70.71,98123.43,20.29
254,P6973,2025/06/03 00:00,26.44,112.38,102.0,衡阳市,培元,常宁市,23.45,82,996.7,23.3,58.2218,train,2025-06-03 00:00:00,71.3,98792.39,20.47
255,P8273,2025/06/03 00:00,26.44,113.24,218.0,郴州市,牛形垅水库,永兴县,25.01,100,982.9,21.1,64.1184,test,2025-06-03 00:00:00,75.9,98414.79,20.78
256,P4094,2025/06/03 00:00,26.45,109.9,381.9,怀化市,联团,通道侗族自治县,19.83,92,961.1,18.7,42.5123,train,2025-06-03 00:00:00,70.55,98194.15,20.33
257,P7510,2025/06/03 00:00,26.45,111.22,346.0,永州市,水岭,东安县,22.76,98,966.3,19.9,56.8387,train,2025-06-03 00:00:00,70.55,98194.15,20.33
258,P6972,2025/06/03 00:00,26.45,112.36,103.0,衡阳市,宜阳,常宁市,22.04,86,996,21.5,45.9617,train,2025-06-03 00:00:00,71.03,98827.47,20.49
259,P6961,2025/06/03 00:00,26.45,112.43,185.0,衡阳市,曲潭,常宁市,22.21,91,987.7,20.7,46.7791,train,2025-06-03 00:00:00,71.45,98947.31,20.54
260,P7634,2025/06/03 00:00,26.46,111.89,95.6,永州市,东泉,祁阳市,23.12,93,996.4,21.0,56.4399,test,2025-06-03 00:00:00,70.39,98264.87,20.36
261,P8214,2025/06/03 00:00,26.46,113.49,191.5,郴州市,茶安水库,安仁县,21.78,86,987.6,21.3,44.6835,train,2025-06-03 00:00:00,74.1,96855.87,20.09
262,P7623,2025/06/03 00:00,26.47,112.14,164.3,永州市,桐木,祁阳市,20.13,83,986.7,20.6,34.8724,train,2025-06-03 00:00:00,70.17,98580.87,20.45
263,P7208,2025/06/03 00:00,26.47,113.09,209.1,衡阳市,金枣坪,耒阳市,22.67,97,984,20.0,47.9113,train,2025-06-03 00:00:00,75.66,98657.31,20.81
264,P6959,2025/06/03 00:00,26.48,112.64,108.0,衡阳市,烟洲,常宁市,21.89,87,995,21.2,46.3443,train,2025-06-03 00:00:00,71.49,99245.03,20.75
265,P5845,2025/06/03 00:00,26.48,113.65,182.8,株洲市,鹿原,炎陵县,24.55,100,986.9,20.8,48.1446,test,2025-06-03 00:00:00,78.29,95523.87,19.42
266,P5846,2025/06/03 00:00,26.48,113.76,214.8,株洲市,石玉,炎陵县,24.4,100,983,20.7,38.6339,train,2025-06-03 00:00:00,81.66,94550.63,18.92
267,57886,2025/06/03 00:00,26.48,113.79,273.2,株洲市,炎陵,炎陵县,18.81,79,977.2,20.3,51.1,train,2025-06-03 00:00:00,82.1,94170.11,18.78
268,P5826,2025/06/03 00:00,26.48,113.91,483.5,株洲市,安康,炎陵县,21.82,100,952.7,18.9,41.2685,train,2025-06-03 00:00:00,83.83,92648.03,18.25
269,P7621,2025/06/03 00:00,26.49,111.78,150.0,永州市,板桥,祁阳市,22.8,100,991.4,19.6,46.7869,train,2025-06-03 00:00:00,69.9,98477.03,20.46
270,P7236,2025/06/03 00:00,26.49,112.89,93.9,衡阳市,架江,耒阳市,22.06,85,997.7,21.7,47.4926,test,2025-06-03 00:00:00,73.88,98926.27,20.77
271,P7507,2025/06/03 00:00,26.5,111.45,150.1,永州市,端桥铺,东安县,21.13,79,992.1,22.2,38.9662,train,2025-06-03 00:00:00,69.74,98547.75,20.5
272,57865,2025/06/03 00:00,26.5,111.62,192.8,永州市,冷水滩,冷水滩区,22.45,92,986.6,20.7,52.9886,train,2025-06-03 00:00:00,69.74,98547.75,20.5
273,P7106,2025/06/03 00:00,26.5,112.27,87.8,衡阳市,河洲,祁东县,23.33,98,996.7,20.3,45.4203,train,2025-06-03 00:00:00,69.76,99019.99,20.62
274,P6963,2025/06/03 00:00,26.5,112.52,86.0,衡阳市,蓬塘,常宁市,23.04,95,997.3,20.6,47.4955,train,2025-06-03 00:00:00,71.17,99400.07,20.77
275,P7229,2025/06/03 00:00,26.5,112.85,128.6,衡阳市,大胜,耒阳市,24.49,91,995,22.3,59.3201,test,2025-06-03 00:00:00,73.07,99042.75,20.79
276,P5824,2025/06/03 00:00,26.5,114.04,848.6,株洲市,桃源洞,炎陵县,18.4,100,913.3,16.2,34.3412,train,2025-06-03 00:00:00,83.6,92238.07,18.29
277,P3823,2025/06/03 00:00,26.51,109.53,450.0,怀化市,靖州县排牙山,靖州苗族侗族自治县,20.01,97,958,18.0,46.9184,train,2025-06-03 00:00:00,69.79,98550.43,20.5
278,P6605,2025/06/03 00:00,26.51,110.35,435.2,邵阳市,蒋坊,城步苗族自治县,21.02,100,956.6,18.3,44.0992,train,2025-06-03 00:00:00,69.79,98550.43,20.5
279,P7620,2025/06/03 00:00,26.51,112.04,163.3,永州市,苦桔园水库,祁阳市,21.87,88,988.3,21.0,49.7619,train,2025-06-03 00:00:00,69.78,98620.51,20.52
280,P7233,2025/06/03 00:00,26.51,113.12,195.9,衡阳市,通林,耒阳市,21.85,89,985.2,20.8,53.3872,test,2025-06-03 00:00:00,75.52,98668.67,20.83
281,P5823,2025/06/03 00:00,26.51,113.8,210.0,株洲市,石子坝,炎陵县,20.21,87,975.1,19.9,42.1652,train,2025-06-03 00:00:00,81.39,94393.47,18.86
282,P6479,2025/06/03 00:00,26.52,109.93,579.0,邵阳市,乐安,绥宁县,19.27,94,944.1,17.9,33.0317,train,2025-06-03 00:00:00,69.85,98553.11,20.5
283,P6609,2025/06/03 00:00,26.52,110.42,476.6,邵阳市,茅坪,城步苗族自治县,20.86,98,953.2,18.5,39.8773,train,2025-06-03 00:00:00,69.85,98553.11,20.5
284,P6975,2025/06/03 00:00,26.52,112.36,108.9,衡阳市,茶山,常宁市,24.01,96,994.8,21.1,55.7646,train,2025-06-03 00:00:00,70.42,99198.63,20.7
285,P7638,2025/06/03 00:00,26.53,112.11,111.0,永州市,大书,祁阳市,22.34,98,995,19.6,46.7937,test,2025-06-03 00:00:00,69.86,98748.51,20.55
286,P6570,2025/06/03 00:00,26.54,110.95,283.5,邵阳市,黄龙,新宁县,23.28,99,971.8,20.1,55.9957,train,2025-06-03 00:00:00,69.95,98558.47,20.5
287,P6965,2025/06/03 00:00,26.54,112.46,99.3,衡阳市,柏坊,常宁市,22.83,93,996.1,20.8,53.1979,train,2025-06-03 00:00:00,71.14,99394.39,20.78
288,P6976,2025/06/03 00:00,26.54,112.61,79.8,衡阳市,水邻,常宁市,22.06,85,997.7,21.7,47.4926,train,2025-06-03 00:00:00,71.46,99387.63,20.82
289,P5867,2025/06/03 00:00,26.54,114.04,764.6,株洲市,青石岗,炎陵县,19.0,100,921.9,16.7,41.4381,train,2025-06-03 00:00:00,82.47,92752.47,18.49
290,57868,2025/06/03 00:00,26.55,111.86,163.3,永州市,祁阳,祁阳市,22.48,91,989.7,20.9,49.7451,test,2025-06-03 00:00:00,70.01,98561.15,20.51
291,P8205,2025/06/03 00:00,26.55,113.28,157.0,郴州市,灵官,安仁县,22.83,93,989.1,20.8,49.8999,train,2025-06-03 00:00:00,75.1,98532.63,20.84
292,P5821,2025/06/03 00:00,26.55,113.62,181.5,株洲市,青年水库,茶陵县,24.55,100,986.1,20.8,48.4281,train,2025-06-03 00:00:00,76.74,96291.27,19.73
293,P5822,2025/06/03 00:00,26.55,113.93,286.5,株洲市,十都,炎陵县,22.94,100,975.5,19.7,46.0433,train,2025-06-03 00:00:00,82.4,92996.23,18.39
294,57841,2025/06/03 00:00,26.56,109.67,322.5,怀化市,靖州,靖州苗族侗族自治县,21.39,95,972.2,19.4,52.1,train,2025-06-03 00:00:00,70.06,98563.83,20.51
295,P8225,2025/06/03 00:00,26.56,113.32,155.0,郴州市,平背,安仁县,22.37,90,991.1,21.0,46.5374,test,2025-06-03 00:00:00,74.73,98424.99,20.78
296,P6476,2025/06/03 00:00,26.57,110.28,365.3,邵阳市,关峡,绥宁县,21.39,95,967.6,19.4,35.8322,train,2025-06-03 00:00:00,70.12,98566.51,20.51
297,P5819,2025/06/03 00:00,26.57,113.74,321.8,株洲市,厂江,茶陵县,22.11,97,970.7,19.6,39.6234,train,2025-06-03 00:00:00,79.27,95472.15,19.28
298,P6489,2025/06/03 00:00,26.58,109.9,416.0,邵阳市,东山,绥宁县,21.69,100,961.3,18.8,35.5487,train,2025-06-03 00:00:00,70.17,98569.19,20.51
299,P6954,2025/06/03 00:00,26.58,112.59,62.0,衡阳市,朱陂,常宁市,21.79,85,1000,21.5,42.4762,train,2025-06-03 00:00:00,71.68,99450.43,20.86
300,P7230,2025/06/03 00:00,26.58,112.78,95.2,衡阳市,围塘,耒阳市,22.75,84,997.5,22.4,50.1472,test,2025-06-03 00:00:00,72.19,99292.19,20.87
