id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,pwv,dataset,formatted_time,rh,sp,t2m
706,P4614,2025/06/03 00:00,27.81,112.01,146.0,娄底市,花溪谷,娄星区,21.4,91,992.4,20.1,45.251,train,2025-06-03 00:00:00,73.71,98232.79,20.29
707,P4870,2025/06/03 00:00,27.81,112.32,90.2,湘潭市,褒忠山,湘乡市,21.27,91,997.2,20.0,51.2745,train,2025-06-03 00:00:00,76.66,99222.67,20.9
708,P5847,2025/06/03 00:00,27.81,113.04,57.0,株洲市,新马,天元区,21.89,87,1001.9,21.2,46.1737,train,2025-06-03 00:00:00,82.38,99846.39,21.11
709,P5730,2025/06/03 00:00,27.81,113.05,57.0,株洲市,仙岭,天元区,22.4,89,1002.3,21.2,48.4071,train,2025-06-03 00:00:00,82.43,99836.95,21.1
710,P5721,2025/06/03 00:00,27.81,113.08,63.0,株洲市,栗雨,天元区,21.64,86,1001.2,21.2,50.1068,test,2025-06-03 00:00:00,82.59,99808.63,21.08
711,P5727,2025/06/03 00:00,27.81,113.22,67.0,株洲市,五里墩,芦淞区,22.83,93,1001.9,20.8,38.9746,train,2025-06-03 00:00:00,83.47,99650.79,20.98
712,P4565,2025/06/03 00:00,27.82,111.67,350.0,娄底市,安平,涟源市,23.04,98,966.5,20.1,53.071,train,2025-06-03 00:00:00,73.51,98106.75,20.22
713,P4919,2025/06/03 00:00,27.82,112.22,228.9,湘潭市,农之源,湘乡市,20.69,88,982.1,20.1,44.2215,train,2025-06-03 00:00:00,75.71,99081.83,20.81
714,P5702,2025/06/03 00:00,27.82,113.11,100.0,株洲市,神农湖,天元区,21.26,85,997.1,21.1,44.8767,train,2025-06-03 00:00:00,82.69,99781.71,21.06
715,P5717,2025/06/03 00:00,27.82,113.23,76.0,株洲市,白关,芦淞区,22.07,91,1001.9,20.6,42.1493,test,2025-06-03 00:00:00,83.55,99625.63,20.97
716,P1418,2025/06/03 00:00,27.83,109.62,448.7,湘西土家族苗族自治州,水打田,凤凰县,19.49,91,955.6,18.6,39.0938,train,2025-06-03 00:00:00,73.4,98047.75,20.18
717,P4831,2025/06/03 00:00,27.83,112.94,68.0,湘潭市,锦源广场,岳塘区,20.89,82,1000.7,21.4,42.4787,train,2025-06-03 00:00:00,81.4,99876.15,21.13
718,P4881,2025/06/03 00:00,27.83,113.01,25.0,湘潭市,马家河,岳塘区,22.79,90,1003.7,21.3,51.8932,train,2025-06-03 00:00:00,82.1,99877.51,21.11
719,P5723,2025/06/03 00:00,27.83,113.35,109.0,株洲市,楠木山,芦淞区,21.13,91,996.2,19.9,51.3089,train,2025-06-03 00:00:00,84.53,99290.47,20.78
720,P5716,2025/06/03 00:00,27.83,113.47,200.6,株洲市,横江,醴陵市,20.44,88,984.8,19.9,36.9919,test,2025-06-03 00:00:00,85.48,99072.55,20.65
721,P4580,2025/06/03 00:00,27.84,111.85,134.6,娄底市,桥头河,涟源市,22.76,95,993.1,20.4,45.5582,train,2025-06-03 00:00:00,73.28,97988.75,20.15
722,P4829,2025/06/03 00:00,27.84,112.52,120.0,湘潭市,龙洞,湘乡市,20.46,87,998.3,20.1,39.6927,train,2025-06-03 00:00:00,78.04,99491.55,20.99
723,P5731,2025/06/03 00:00,27.84,113.17,41.0,株洲市,石子湖,荷塘区,22.18,86,1004,21.6,41.7177,train,2025-06-03 00:00:00,82.93,99719.31,20.99
724,P4126,2025/06/03 00:00,27.85,110.69,225.2,怀化市,陶金坪,溆浦县,21.82,100,982.8,18.9,54.2861,train,2025-06-03 00:00:00,73.17,97929.75,20.11
725,P4562,2025/06/03 00:00,27.85,111.78,141.0,娄底市,迎宾,涟源市,20.5,84,989.7,20.7,41.3376,test,2025-06-03 00:00:00,73.17,97929.75,20.11
726,P4868,2025/06/03 00:00,27.85,112.39,102.6,湘潭市,白田,湘乡市,21.93,95,997.4,19.8,46.1411,train,2025-06-03 00:00:00,76.67,99133.95,20.84
727,P5718,2025/06/03 00:00,27.85,113.27,45.0,株洲市,大京水库,芦淞区,22.28,93,995.1,20.4,51.3173,train,2025-06-03 00:00:00,83.86,99504.23,20.88
728,P5728,2025/06/03 00:00,27.85,113.38,130.0,株洲市,老鸦坡水库,醴陵市,20.47,86,992.1,20.3,33.3876,train,2025-06-03 00:00:00,84.73,99194.07,20.72
729,57743,2025/06/03 00:00,27.86,109.81,176.8,怀化市,麻阳国家基本观测站,麻阳苗族自治县,21.61,96,986.8,19.4,48.1,train,2025-06-03 00:00:00,73.06,97870.75,20.08
730,P3761,2025/06/03 00:00,27.86,109.92,233.6,怀化市,和平溪,麻阳苗族自治县,21.96,100,981.6,19.0,46.3371,test,2025-06-03 00:00:00,73.06,97870.75,20.08
731,P4864,2025/06/03 00:00,27.86,112.9,30.0,湘潭市,白石公园,雨湖区,22.04,86,1004,21.5,41.8944,train,2025-06-03 00:00:00,80.79,99873.15,21.12
732,P5708,2025/06/03 00:00,27.86,113.23,116.0,株洲市,金山,荷塘区,21.5,92,995.2,20.0,51.5354,train,2025-06-03 00:00:00,83.49,99596.99,20.92
733,P4201,2025/06/03 00:00,27.87,110.01,207.8,怀化市,黄桑乡军田,麻阳苗族自治县,19.08,88,979.6,18.8,34.374,train,2025-06-03 00:00:00,72.94,97811.75,20.05
734,P4080,2025/06/03 00:00,27.87,110.09,163.0,怀化市,红敏,辰溪县,22.1,100,991,19.1,46.3179,train,2025-06-03 00:00:00,72.94,97811.75,20.05
735,57780,2025/06/03 00:00,27.87,113.17,74.6,株洲市,株洲,荷塘区,25.48,100,999.6,21.4,52.9195,test,2025-06-03 00:00:00,82.89,99697.83,20.96
736,P5724,2025/06/03 00:00,27.87,113.62,180.0,株洲市,洪源,醴陵市,21.26,85,987.7,21.1,41.5784,train,2025-06-03 00:00:00,87.04,98966.87,20.58
737,P1359,2025/06/03 00:00,27.88,109.45,427.3,湘西土家族苗族自治州,新场中学,凤凰县,21.3,97,960.9,19.0,35.6486,train,2025-06-03 00:00:00,72.83,97752.75,20.01
738,P3763,2025/06/03 00:00,27.88,109.7,179.8,怀化市,岩门镇黄土溪,麻阳苗族自治县,22.37,100,985.8,19.3,46.8247,train,2025-06-03 00:00:00,72.83,97752.75,20.01
739,P4123,2025/06/03 00:00,27.88,110.4,146.1,怀化市,大江口,溆浦县,21.33,93,992.7,19.7,49.8775,train,2025-06-03 00:00:00,72.83,97752.75,20.01
740,P4079,2025/06/03 00:00,27.88,110.73,535.2,怀化市,桥江镇新田,溆浦县,20.11,100,949.5,17.6,43.6693,test,2025-06-03 00:00:00,72.83,97752.75,20.01
741,P4446,2025/06/03 00:00,27.88,111.37,279.4,娄底市,水竹,新化县,21.12,95,976.4,19.2,47.3888,train,2025-06-03 00:00:00,72.83,97752.75,20.01
742,P4563,2025/06/03 00:00,27.88,111.65,613.5,娄底市,古塘,涟源市,18.08,86,940.7,18.3,38.4645,train,2025-06-03 00:00:00,72.83,97752.75,20.01
743,57773,2025/06/03 00:00,27.88,112.83,63.8,湘潭市,湘潭观测站,雨湖区,22.26,89,1000.9,21.1,45.729,train,2025-06-03 00:00:00,79.98,99858.23,21.1
744,P5709,2025/06/03 00:00,27.88,113.07,49.0,株洲市,清水塘,石峰区,21.85,89,1003,20.8,44.01,train,2025-06-03 00:00:00,82.11,99827.87,21.03
745,P5732,2025/06/03 00:00,27.88,113.12,100.0,株洲市,先锋,石峰区,21.61,88,998,20.8,48.5252,test,2025-06-03 00:00:00,82.38,99780.67,20.99
746,P5722,2025/06/03 00:00,27.88,113.43,123.5,株洲市,官庄水库,醴陵市,23.81,100,993.5,20.3,49.8898,train,2025-06-03 00:00:00,85.08,99040.39,20.62
747,P5745,2025/06/03 00:00,27.88,113.49,122.8,株洲市,桃花,醴陵市,21.63,92,992.6,20.1,50.4823,train,2025-06-03 00:00:00,85.56,98931.43,20.55
748,P1367,2025/06/03 00:00,27.89,109.55,398.9,湘西土家族苗族自治州,林峰,凤凰县,17.02,82,962.3,18.1,29.1241,train,2025-06-03 00:00:00,72.72,97693.75,19.98
749,P4116,2025/06/03 00:00,27.89,109.64,220.1,怀化市,石羊哨,麻阳苗族自治县,21.82,100,984.5,18.9,46.0368,train,2025-06-03 00:00:00,72.72,97693.75,19.98
750,P3759,2025/06/03 00:00,27.89,109.89,162.9,怀化市,兰里,麻阳苗族自治县,22.8,100,990.9,19.6,49.1482,test,2025-06-03 00:00:00,72.72,97693.75,19.98
751,P4404,2025/06/03 00:00,27.89,111.52,442.0,娄底市,华新,新化县,20.26,97,958.3,18.2,39.2374,train,2025-06-03 00:00:00,72.72,97693.75,19.98
752,P4821,2025/06/03 00:00,27.89,112.53,69.9,湘潭市,高铁南站,韶山市,20.86,86,997.7,20.6,30.1444,train,2025-06-03 00:00:00,77.63,99533.99,20.97
753,57771,2025/06/03 00:00,27.89,112.59,127.6,湘潭市,韶山,韶山市,23.38,97,993.5,20.5,45.2854,train,2025-06-03 00:00:00,78.12,99606.23,21.0
754,P4816,2025/06/03 00:00,27.89,112.97,60.0,湘潭市,荷塘,岳塘区,21.02,81,1000.7,21.7,43.3489,train,2025-06-03 00:00:00,81.36,99889.95,21.07
755,P5711,2025/06/03 00:00,27.9,113.21,52.0,株洲市,明照,荷塘区,22.12,89,1002.7,21.0,43.0973,test,2025-06-03 00:00:00,83.24,99604.35,20.9
756,P1349,2025/06/03 00:00,27.91,109.31,673.9,湘西土家族苗族自治州,龙塘河水库,凤凰县,19.51,97,931.1,17.6,35.7624,train,2025-06-03 00:00:00,72.49,97575.75,19.91
757,57752,2025/06/03 00:00,27.91,110.6,207.4,怀化市,溆浦,溆浦县,22.24,100,985.7,19.2,45.4,train,2025-06-03 00:00:00,72.49,97575.75,19.91
758,P4567,2025/06/03 00:00,27.91,111.85,181.0,娄底市,七星中学,涟源市,20.24,85,987.7,20.3,41.2857,train,2025-06-03 00:00:00,72.49,97575.75,19.91
759,P5509,2025/06/03 00:00,27.91,113.69,90.0,长沙市,金刚,浏阳市,21.15,82,997.8,21.6,35.7671,train,2025-06-03 00:00:00,87.91,98861.03,20.5
760,P1368,2025/06/03 00:00,27.92,109.61,322.0,湘西土家族苗族自治州,古城,凤凰县,22.1,100,969.6,19.1,41.0475,test,2025-06-03 00:00:00,72.38,97516.75,19.88
761,P4618,2025/06/03 00:00,27.92,111.97,272.0,娄底市,双江水库,娄星区,20.52,90,979.1,19.6,41.2706,train,2025-06-03 00:00:00,72.38,97516.75,19.88
762,P5342,2025/06/03 00:00,27.92,112.12,201.0,长沙市,田心铺,宁乡市,19.51,84,986.3,19.9,34.6872,train,2025-06-03 00:00:00,73.45,98321.23,20.34
763,P4815,2025/06/03 00:00,27.92,112.43,134.6,湘潭市,新联,韶山市,24.25,100,990.5,20.6,62.5373,train,2025-06-03 00:00:00,76.37,99279.79,20.85
764,P4818,2025/06/03 00:00,27.92,112.59,72.4,湘潭市,银田,韶山市,21.12,86,997.9,20.8,35.4186,train,2025-06-03 00:00:00,77.83,99624.47,20.99
765,P4865,2025/06/03 00:00,27.92,112.96,38.0,湘潭市,九华,雨湖区,26.27,100,1003.8,21.9,46.2088,test,2025-06-03 00:00:00,81.07,99892.35,21.05
766,P5744,2025/06/03 00:00,27.92,113.52,194.1,株洲市,大口坪,醴陵市,20.54,89,986.8,19.8,46.598,train,2025-06-03 00:00:00,85.81,98834.87,20.48
767,P5706,2025/06/03 00:00,27.93,113.07,95.0,株洲市,白马,石峰区,21.36,87,1002,20.8,47.4499,train,2025-06-03 00:00:00,81.81,99834.87,20.98
768,P4806,2025/06/03 00:00,27.94,112.3,72.0,湘潭市,金薮,湘乡市,21.32,89,988,20.4,58.3822,train,2025-06-03 00:00:00,74.85,98884.83,20.68
769,P4802,2025/06/03 00:00,27.94,113.0,36.0,湘潭市,昭山,岳塘区,21.78,86,1003.5,21.3,48.4642,train,2025-06-03 00:00:00,81.38,99902.35,21.02
770,P5705,2025/06/03 00:00,27.94,113.25,115.0,株洲市,仙庾岭,荷塘区,21.96,90,997.6,20.7,48.328,test,2025-06-03 00:00:00,83.57,99503.71,20.82
771,57740,2025/06/03 00:00,27.95,109.6,353.0,湘西土家族苗族自治州,凤凰,凤凰县,20.2,92,969.4,19.0,46.4,train,2025-06-03 00:00:00,72.04,97339.75,19.77
772,P4122,2025/06/03 00:00,27.95,110.77,290.3,怀化市,油洋,溆浦县,20.95,96,976.6,18.9,43.2246,train,2025-06-03 00:00:00,72.04,97339.75,19.77
773,P3751,2025/06/03 00:00,27.95,110.84,323.8,怀化市,三江,溆浦县,19.99,100,973.4,17.5,40.5752,train,2025-06-03 00:00:00,72.04,97339.75,19.77
774,P5712,2025/06/03 00:00,27.95,113.14,54.0,株洲市,鸡嘴山,石峰区,21.99,89,1002.7,20.9,45.2479,train,2025-06-03 00:00:00,82.47,99694.55,20.9
775,P5703,2025/06/03 00:00,27.95,113.18,62.0,株洲市,龙升,石峰区,23.18,95,1001.9,20.7,44.8374,test,2025-06-03 00:00:00,82.87,99622.55,20.87
776,P5471,2025/06/03 00:00,27.95,113.66,145.0,长沙市,杨花,浏阳市,20.13,81,991.1,21.0,45.1305,train,2025-06-03 00:00:00,87.38,98810.07,20.45
777,P1333,2025/06/03 00:00,27.96,109.99,172.6,湘西土家族苗族自治州,石榴坪,泸溪县,21.88,99,988.6,19.1,46.4037,train,2025-06-03 00:00:00,71.93,97280.75,19.74
778,P3750,2025/06/03 00:00,27.96,110.16,131.5,怀化市,潭湾敬老院,辰溪县,22.9,98,994.5,20.0,41.9866,train,2025-06-03 00:00:00,71.93,97280.75,19.74
779,P4804,2025/06/03 00:00,27.96,112.47,106.6,湘潭市,石屏,韶山市,19.52,79,995.5,20.9,37.2305,train,2025-06-03 00:00:00,76.4,99439.15,20.89
780,P5707,2025/06/03 00:00,27.96,113.17,63.0,株洲市,龙头铺,石峰区,22.8,94,1001.7,20.6,51.1032,test,2025-06-03 00:00:00,82.75,99633.39,20.86
781,P3749,2025/06/03 00:00,27.97,110.29,149.0,怀化市,倒洑,辰溪县,23.08,100,992.7,19.8,50.6671,train,2025-06-03 00:00:00,71.81,97221.75,19.71
782,P3803,2025/06/03 00:00,27.97,110.34,173.5,怀化市,桃田坳,辰溪县,22.06,98,989.8,19.4,33.467,train,2025-06-03 00:00:00,71.81,97221.75,19.71
783,P5514,2025/06/03 00:00,27.97,112.32,106.0,长沙市,花果山,宁乡市,21.89,87,995.7,21.2,52.8869,train,2025-06-03 00:00:00,74.74,98938.83,20.68
784,P5704,2025/06/03 00:00,27.97,113.23,83.0,株洲市,黄塘,荷塘区,21.96,90,999.2,20.7,41.5262,train,2025-06-03 00:00:00,83.33,99518.23,20.8
785,P1421,2025/06/03 00:00,27.98,109.35,650.8,湘西土家族苗族自治州,麻冲,凤凰县,18.83,96,933.3,17.2,37.9148,test,2025-06-03 00:00:00,71.7,97162.75,19.67
786,P4583,2025/06/03 00:00,27.98,111.66,488.0,娄底市,漆树,涟源市,21.02,100,951.2,18.3,38.9546,train,2025-06-03 00:00:00,71.7,97162.75,19.67
787,P5199,2025/06/03 00:00,27.98,113.73,125.0,长沙市,大瑶,浏阳市,22.87,92,993.3,21.0,49.7413,train,2025-06-03 00:00:00,88.14,98766.23,20.41
788,P1357,2025/06/03 00:00,27.99,109.51,378.5,湘西土家族苗族自治州,长潭岗水库,凤凰县,20.39,97,964.2,18.3,44.5389,train,2025-06-03 00:00:00,71.59,97103.75,19.64
789,P5447,2025/06/03 00:00,27.99,112.01,250.0,长沙市,田坪,宁乡市,21.33,93,979.3,19.7,53.494,train,2025-06-03 00:00:00,71.68,97170.79,19.68
790,P5140,2025/06/03 00:00,27.99,112.98,31.0,长沙市,兴马洲,天心区,20.74,78,1004.3,22.1,41.0769,test,2025-06-03 00:00:00,80.86,99905.75,20.98
791,P1472,2025/06/03 00:00,28.0,109.8,279.5,湘西土家族苗族自治州,踏虎,泸溪县,20.82,96,975.9,18.8,43.7074,train,2025-06-03 00:00:00,71.47,97044.75,19.6
792,P1463,2025/06/03 00:00,28.0,109.89,202.1,湘西土家族苗族自治州,晒洲田,泸溪县,21.55,100,983.9,18.7,46.6781,train,2025-06-03 00:00:00,71.47,97044.75,19.6
793,P5508,2025/06/03 00:00,28.0,112.12,129.0,长沙市,流沙河,宁乡市,21.08,88,994.2,20.4,46.0939,train,2025-06-03 00:00:00,72.55,97849.23,20.07
794,P4801,2025/06/03 00:00,28.0,112.46,123.0,湘潭市,金石,湘乡市,21.73,93,995,20.0,48.1607,train,2025-06-03 00:00:00,75.9,99429.71,20.86
795,P5700,2025/06/03 00:00,28.0,113.19,63.5,株洲市,云田,石峰区,25.17,100,1001.4,21.2,48.9518,test,2025-06-03 00:00:00,82.89,99568.75,20.8
796,P5467,2025/06/03 00:00,28.0,113.43,81.0,长沙市,书院,浏阳市,21.69,90,998.4,20.5,47.2119,train,2025-06-03 00:00:00,84.91,98885.47,20.46
797,P5294,2025/06/03 00:00,28.0,113.77,94.0,长沙市,澄潭江,浏阳市,21.27,84,996.8,21.3,38.7254,train,2025-06-03 00:00:00,88.57,98685.43,20.39
798,P1295,2025/06/03 00:00,28.01,110.0,235.1,湘西土家族苗族自治州,公羊,泸溪县,21.34,99,980.1,18.7,47.544,train,2025-06-03 00:00:00,71.36,97043.35,19.6
799,57658,2025/06/03 00:00,28.01,110.19,155.3,怀化市,辰溪,辰溪县,22.06,95,991.8,19.9,47.3,train,2025-06-03 00:00:00,71.36,97043.35,19.6
800,P5499,2025/06/03 00:00,28.01,112.98,51.0,长沙市,花园岭,天心区,22.98,93,1001.9,20.9,47.5992,test,2025-06-03 00:00:00,80.66,99909.51,20.96
801,P1375,2025/06/03 00:00,28.02,109.52,444.0,湘西土家族苗族自治州,建塘,凤凰县,19.63,97,956.7,17.7,35.4992,train,2025-06-03 00:00:00,71.24,97041.95,19.59
802,P4432,2025/06/03 00:00,28.02,111.28,156.6,娄底市,何家坪,新化县,22.51,100,986.9,19.4,49.9449,train,2025-06-03 00:00:00,71.24,97041.95,19.59
803,P4807,2025/06/03 00:00,28.02,112.5,111.3,湘潭市,云源,韶山市,20.49,85,993.7,20.5,41.931,train,2025-06-03 00:00:00,75.98,99580.19,20.91
804,P4043,2025/06/03 00:00,28.03,110.44,488.0,怀化市,谭家场,辰溪县,20.6,98,951.4,18.3,42.2061,train,2025-06-03 00:00:00,71.12,97040.55,19.58
805,P5339,2025/06/03 00:00,28.03,112.03,348.0,长沙市,草冲,宁乡市,19.85,86,968.6,19.8,45.4368,test,2025-06-03 00:00:00,71.28,97221.99,19.68
806,P5486,2025/06/03 00:00,28.03,112.26,128.0,长沙市,枫木桥,宁乡市,21.29,90,992.5,20.2,56.188,train,2025-06-03 00:00:00,73.36,98730.63,20.55
807,P5488,2025/06/03 00:00,28.03,112.38,80.0,长沙市,双盆,宁乡市,20.87,85,998.7,20.8,35.6165,train,2025-06-03 00:00:00,74.61,99135.75,20.72
808,P5421,2025/06/03 00:00,28.03,112.79,44.0,长沙市,含浦干子,岳麓区,22.12,89,1002.6,21.0,43.1111,train,2025-06-03 00:00:00,78.34,99880.03,20.99
809,P1347,2025/06/03 00:00,28.04,109.46,605.5,湘西土家族苗族自治州,山江,凤凰县,20.89,100,938.9,18.2,37.6343,train,2025-06-03 00:00:00,71.0,97039.15,19.57
810,P2915,2025/06/03 00:00,28.04,111.09,221.9,益阳市,平口水厂,安化县,22.34,98,985.3,19.6,51.0517,test,2025-06-03 00:00:00,71.0,97039.15,19.57
811,P2930,2025/06/03 00:00,28.04,111.83,307.3,益阳市,高明,安化县,21.15,100,973.6,18.4,47.3999,train,2025-06-03 00:00:00,71.0,97039.15,19.57
812,P5436,2025/06/03 00:00,28.04,112.99,90.0,长沙市,省气象局,天心区,22.67,89,999.9,21.4,50.1181,train,2025-06-03 00:00:00,80.34,99918.39,20.93
813,P4121,2025/06/03 00:00,28.05,110.76,247.6,怀化市,祖师殿,溆浦县,21.69,100,981.1,18.8,43.6032,train,2025-06-03 00:00:00,70.88,97037.75,19.57
814,P5459,2025/06/03 00:00,28.05,112.64,80.0,长沙市,花明楼,宁乡市,21.58,89,1000.1,20.6,43.7602,train,2025-06-03 00:00:00,76.61,99771.91,20.96
815,P5103,2025/06/03 00:00,28.05,113.0,83.0,长沙市,西湖小学,天心区,22.45,86,998.1,21.8,43.9596,test,2025-06-03 00:00:00,80.3,99922.55,20.92
816,P5484,2025/06/03 00:00,28.05,113.93,154.0,长沙市,文家市,浏阳市,20.88,84,991.7,21.0,30.7969,train,2025-06-03 00:00:00,89.46,98139.87,20.17
817,P2905,2025/06/03 00:00,28.06,111.76,362.0,益阳市,清塘铺,安化县,20.37,100,968,17.8,35.1539,train,2025-06-03 00:00:00,70.76,97036.35,19.56
818,P1345,2025/06/03 00:00,28.07,109.38,799.3,湘西土家族苗族自治州,腊尔山,凤凰县,18.79,94,917.6,17.5,36.8285,train,2025-06-03 00:00:00,70.64,97034.95,19.55
819,P1321,2025/06/03 00:00,28.07,110.09,139.0,湘西土家族苗族自治州,罗家,泸溪县,23.37,100,992.3,20.0,38.2705,train,2025-06-03 00:00:00,70.64,97034.95,19.55
820,P5305,2025/06/03 00:00,28.07,112.92,39.0,长沙市,巴溪洲,岳麓区,23.47,95,1004.3,20.9,48.9801,test,2025-06-03 00:00:00,79.16,99912.87,20.92
821,P5348,2025/06/03 00:00,28.07,113.12,122.0,长沙市,冬斯港,雨花区,21.63,87,995.4,21.0,51.7866,train,2025-06-03 00:00:00,81.27,99744.59,20.76
822,P5293,2025/06/03 00:00,28.07,113.56,88.0,长沙市,青草,浏阳市,21.26,85,1000.2,21.1,39.1993,train,2025-06-03 00:00:00,84.87,98455.43,20.01
823,P5295,2025/06/03 00:00,28.07,113.99,166.0,长沙市,岩前,浏阳市,20.47,86,987.8,20.3,45.2522,train,2025-06-03 00:00:00,89.16,97804.99,20.02
824,P1358,2025/06/03 00:00,28.08,109.75,401.4,湘西土家族苗族自治州,雷公洞,凤凰县,16.7,82,961.3,17.8,31.1448,train,2025-06-03 00:00:00,70.52,97033.55,19.54
825,P4420,2025/06/03 00:00,28.08,111.37,243.0,娄底市,龙溪,新化县,20.99,95,978.7,19.1,47.9699,test,2025-06-03 00:00:00,70.52,97033.55,19.54
826,P5463,2025/06/03 00:00,28.08,112.99,58.0,长沙市,黑石铺,天心区,21.93,84,1001.4,21.8,46.2932,train,2025-06-03 00:00:00,79.76,99927.83,20.9
827,P5431,2025/06/03 00:00,28.08,113.47,98.0,长沙市,葛家,浏阳市,23.72,96,997.3,20.9,53.9076,train,2025-06-03 00:00:00,84.33,98810.11,20.21
828,P5143,2025/06/03 00:00,28.09,113.18,23.0,长沙市,黄兴镇林塘,长沙县,22.7,88,1002.9,21.6,44.6801,train,2025-06-03 00:00:00,81.59,99650.83,20.68
829,P5398,2025/06/03 00:00,28.09,113.87,189.0,长沙市,中和,浏阳市,20.93,89,986.6,20.1,45.1324,train,2025-06-03 00:00:00,87.98,98120.03,19.94
830,P1348,2025/06/03 00:00,28.1,109.6,337.4,湘西土家族苗族自治州,吉信,凤凰县,17.67,83,969.3,18.5,40.6708,test,2025-06-03 00:00:00,70.28,97030.75,19.53
831,P2910,2025/06/03 00:00,28.1,111.58,198.8,益阳市,乐安,安化县,22.1,100,984.4,19.1,56.1195,train,2025-06-03 00:00:00,70.28,97030.75,19.53
832,P5416,2025/06/03 00:00,28.1,111.94,287.0,长沙市,巷子口,宁乡市,18.7,81,976.2,19.8,39.8741,train,2025-06-03 00:00:00,70.28,97030.75,19.53
833,P5382,2025/06/03 00:00,28.1,112.74,59.0,长沙市,莲花,岳麓区,23.44,92,1000.8,21.4,42.6799,train,2025-06-03 00:00:00,76.85,99859.63,20.95
834,P5390,2025/06/03 00:00,28.1,112.86,60.0,长沙市,含浦,岳麓区,21.38,86,1000.4,21.0,45.7016,train,2025-06-03 00:00:00,78.09,99909.15,20.91
835,P1302,2025/06/03 00:00,28.11,109.89,383.2,湘西土家族苗族自治州,永兴场,泸溪县,21.02,100,963.9,18.3,39.1005,test,2025-06-03 00:00:00,70.17,97029.35,19.52
836,57687,2025/06/03 00:00,28.11,112.79,119.0,长沙市,长沙,岳麓区,23.09,97,994.6,20.3,40.6737,train,2025-06-03 00:00:00,77.23,99880.99,20.93
837,P5304,2025/06/03 00:00,28.11,112.93,46.0,长沙市,大王山,岳麓区,21.02,81,1003.1,21.7,44.1343,train,2025-06-03 00:00:00,78.69,99924.11,20.89
838,P5101,2025/06/03 00:00,28.11,113.03,72.0,长沙市,省植物园,雨花区,21.8,84,998.4,21.7,47.4981,train,2025-06-03 00:00:00,79.77,99896.99,20.82
839,P5337,2025/06/03 00:00,28.12,112.23,112.0,长沙市,云山,宁乡市,19.89,81,996.4,20.8,33.8804,train,2025-06-03 00:00:00,71.69,98491.15,20.35
840,P5420,2025/06/03 00:00,28.12,112.98,79.0,长沙市,天心区政府,天心区,21.54,82,999.2,21.9,44.9574,test,2025-06-03 00:00:00,79.08,99935.47,20.87
841,P1300,2025/06/03 00:00,28.13,109.73,140.2,湘西土家族苗族自治州,水卡,泸溪县,20.9,94,985.5,19.2,43.7305,train,2025-06-03 00:00:00,69.93,97026.55,19.5
842,P1303,2025/06/03 00:00,28.13,109.89,345.0,湘西土家族苗族自治州,小章,泸溪县,20.94,99,967,18.4,43.0108,train,2025-06-03 00:00:00,69.93,97026.55,19.5
843,P5373,2025/06/03 00:00,28.13,112.03,192.0,长沙市,联花,宁乡市,20.62,91,987.5,19.5,46.5986,train,2025-06-03 00:00:00,70.09,97207.99,19.61
844,P5388,2025/06/03 00:00,28.13,112.67,74.0,长沙市,泉水冲水库,岳麓区,24.1,100,999.7,20.5,49.3951,train,2025-06-03 00:00:00,75.66,99830.19,20.93
845,P5383,2025/06/03 00:00,28.13,112.9,38.0,长沙市,学士,岳麓区,20.61,78,1004.5,22.0,41.7052,test,2025-06-03 00:00:00,78.09,99923.43,20.87
846,P5306,2025/06/03 00:00,28.13,112.92,30.0,长沙市,洋湖湿地,岳麓区,21.8,81,1005,22.3,42.8979,train,2025-06-03 00:00:00,78.3,99927.03,20.87
847,P5404,2025/06/03 00:00,28.13,113.37,122.0,长沙市,江背,长沙县,21.78,86,993.4,21.3,43.9198,train,2025-06-03 00:00:00,82.97,99163.07,20.27
848,P2927,2025/06/03 00:00,28.14,111.66,188.7,益阳市,梅城,安化县,21.47,99,987.1,18.8,46.1828,train,2025-06-03 00:00:00,69.81,97025.15,19.5
849,P5333,2025/06/03 00:00,28.14,112.96,92.0,长沙市,南郊公园,天心区,20.75,79,999,21.9,41.9772,train,2025-06-03 00:00:00,78.58,99936.59,20.85
850,P5500,2025/06/03 00:00,28.14,112.99,91.0,长沙市,林科大,天心区,20.76,80,997.7,21.7,37.1955,test,2025-06-03 00:00:00,78.91,99941.99,20.84
851,P1104,2025/06/03 00:00,28.15,109.38,837.6,湘西土家族苗族自治州,两林,凤凰县,20.24,100,914,17.7,30.7791,train,2025-06-03 00:00:00,69.69,97023.75,19.49
852,P1422,2025/06/03 00:00,28.16,109.73,172.8,湘西土家族苗族自治州,大兴,吉首市,22.8,100,987.5,19.6,49.1482,train,2025-06-03 00:00:00,69.57,97022.35,19.48
853,P4021,2025/06/03 00:00,28.16,110.64,348.4,怀化市,低庄镇大渭溪,溆浦县,21.07,99,969.3,18.5,43.9226,train,2025-06-03 00:00:00,69.57,97022.35,19.48
854,P5347,2025/06/03 00:00,28.16,112.98,104.0,长沙市,七里庙,雨花区,25.65,93,997.9,22.7,47.3021,train,2025-06-03 00:00:00,78.51,99944.91,20.83
